_id,userId,name,email,mobile,dateOfBirth,gender,state,district,city,levelPlayed,representedTeam,height,weight,profilePicture
prof_0110,usr_0110,Bhavna Sharma,athlete110@demo.kreedatech.local,+91 9438972976,2003-06-27,female,Uttar Pradesh,Kanpur,Civil Lines,District,Haryana Heroes,162,57,https://api.dicebear.com/7.x/avataaars/svg?seed=Bhavna%20Sharma
prof_0111,usr_0111,Pooja Pawar,athlete111@demo.kreedatech.local,+91 9419555968,2008-01-08,female,Haryana,Gurugram,Sector 56,State,Goa Athletics Association,155,56,https://api.dicebear.com/7.x/avataaars/svg?seed=Pooja%20Pawar
prof_0112,usr_0112,Krishna Singh,athlete112@demo.kreedatech.local,+91 9947061775,2007-11-12,male,Punjab,Ludhiana,Sarabha Nagar,District,Goa Athletics Association,189,81,https://api.dicebear.com/7.x/avataaars/svg?seed=Krishna%20Singh
prof_0113,usr_0113,Tanvi Nair,athlete113@demo.kreedatech.local,+91 9410171004,2004-12-20,female,West Bengal,Kolkata,Alipore,State,Kerala Blasters Youth,157,58,https://api.dicebear.com/7.x/avataaars/svg?seed=Tanvi%20Nair
prof_0114,usr_0114,Aman Bhasin,athlete114@demo.kreedatech.local,+91 8714670711,2002-07-01,male,Uttar Pradesh,Kanpur,Kidwai Nagar,District,Maharashtra Athletics Club,176,69,https://api.dicebear.com/7.x/avataaars/svg?seed=Aman%20Bhasin
prof_0115,usr_0115,Vihaan Pandey,athlete115@demo.kreedatech.local,+91 9854423058,2008-12-04,male,Uttar Pradesh,Lucknow,Hazratganj,State,Delhi Capitals Academy,178,69,https://api.dicebear.com/7.x/avataaars/svg?seed=Vihaan%20Pandey
prof_0116,usr_0116,Shiva Gupta,athlete116@demo.kreedatech.local,+91 9467689008,1998-11-20,male,Haryana,Gurugram,DLF Phase 5,District,Delhi Capitals Academy,188,90,https://api.dicebear.com/7.x/avataaars/svg?seed=Shiva%20Gupta
prof_0117,usr_0117,Krishna Shetty,athlete117@demo.kreedatech.local,+91 9759506206,2003-09-15,male,West Bengal,Kolkata,Park Street,State,Haryana Heroes,187,82,https://api.dicebear.com/7.x/avataaars/svg?seed=Krishna%20Shetty
prof_0118,usr_0118,Suman Mehta,athlete118@demo.kreedatech.local,+91 9832682120,1999-07-15,female,Uttar Pradesh,Agra,Shahganj,State,Punjab Lions FC,161,63,https://api.dicebear.com/7.x/avataaars/svg?seed=Suman%20Mehta
prof_0119,usr_0119,Rishabh Bhat,athlete119@demo.kreedatech.local,+91 8826234818,2001-07-04,male,Bihar,Patna,Kankarbagh,District,Bengaluru Bulls Youth,190,91,https://api.dicebear.com/7.x/avataaars/svg?seed=Rishabh%20Bhat
prof_0120,usr_0120,Sneha Banerjee,athlete120@demo.kreedatech.local,+91 9750074511,1999-08-27,female,West Bengal,Kolkata,Park Street,National,North East United Academy,158,63,https://api.dicebear.com/7.x/avataaars/svg?seed=Sneha%20Banerjee
prof_0121,usr_0121,Reyansh Verma,athlete121@demo.kreedatech.local,+91 9341525639,2003-11-25,male,Punjab,Amritsar,Ranjit Avenue,State,Hyderabad Strikers,173,81,https://api.dicebear.com/7.x/avataaars/svg?seed=Reyansh%20Verma
prof_0122,usr_0122,Sachin Singh,athlete122@demo.kreedatech.local,+91 7089964231,2006-01-10,male,Maharashtra,Nagpur,Dharampeth,District,Haryana Heroes,168,77,https://api.dicebear.com/7.x/avataaars/svg?seed=Sachin%20Singh
prof_0123,usr_0123,Praveen Menon,athlete123@demo.kreedatech.local,+91 8753853861,1998-09-26,male,Delhi,Noida,Sector 62,State,Delhi Capitals Academy,167,80,https://api.dicebear.com/7.x/avataaars/svg?seed=Praveen%20Menon
prof_0124,usr_0124,Vikram Menon,athlete124@demo.kreedatech.local,+91 7023533465,1997-01-08,male,Uttar Pradesh,Kanpur,Civil Lines,National,Haryana Heroes,189,77,https://api.dicebear.com/7.x/avataaars/svg?seed=Vikram%20Menon
prof_0125,usr_0125,Diya Patil,athlete125@demo.kreedatech.local,+91 8763776444,2005-10-19,female,Delhi,New Delhi,Saket,State,Mumbai Warriors AC,157,55,https://api.dicebear.com/7.x/avataaars/svg?seed=Diya%20Patil
prof_0126,usr_0126,Ayaan Khanna,athlete126@demo.kreedatech.local,+91 8834139512,2004-03-15,male,Tamil Nadu,Coimbatore,Peelamedu,State,Gujarat Giants Youth,178,78,https://api.dicebear.com/7.x/avataaars/svg?seed=Ayaan%20Khanna
prof_0127,usr_0127,Atharv Tiwari,athlete127@demo.kreedatech.local,+91 9893170943,2005-07-27,male,Tamil Nadu,Madurai,KK Nagar,National,Gujarat Giants Youth,166,76,https://api.dicebear.com/7.x/avataaars/svg?seed=Atharv%20Tiwari
prof_0128,usr_0128,Krishna Nair,athlete128@demo.kreedatech.local,+91 9350392329,2007-08-04,male,Telangana,Hyderabad,Madhapur,State,UP Strikers,190,78,https://api.dicebear.com/7.x/avataaars/svg?seed=Krishna%20Nair
prof_0129,usr_0129,Abhishek Kulkarni,athlete129@demo.kreedatech.local,+91 9935029049,1996-04-28,male,Tamil Nadu,Chennai,Velachery,State,Punjab Lions FC,171,67,https://api.dicebear.com/7.x/avataaars/svg?seed=Abhishek%20Kulkarni
prof_0130,usr_0130,Ananya Khanna,athlete130@demo.kreedatech.local,+91 8865124597,1997-06-13,female,West Bengal,Kolkata,New Town,District,Haryana Heroes,155,65,https://api.dicebear.com/7.x/avataaars/svg?seed=Ananya%20Khanna
prof_0131,usr_0131,Sakshi Bose,athlete131@demo.kreedatech.local,+91 8841309655,1999-04-07,female,Bihar,Patna,Boring Road,National,Haryana Heroes,178,73,https://api.dicebear.com/7.x/avataaars/svg?seed=Sakshi%20Bose
prof_0132,usr_0132,Neha Menon,athlete132@demo.kreedatech.local,+91 8816811031,2003-11-18,female,Uttar Pradesh,Varanasi,Bhelupur,State,Punjab Lions FC,162,65,https://api.dicebear.com/7.x/avataaars/svg?seed=Neha%20Menon
prof_0133,usr_0133,Shiva Menon,athlete133@demo.kreedatech.local,+91 9419985587,1997-05-06,male,West Bengal,Kolkata,New Town,National,Tamil Nadu Tigers,179,73,https://api.dicebear.com/7.x/avataaars/svg?seed=Shiva%20Menon
prof_0134,usr_0134,Shiva Agarwal,athlete134@demo.kreedatech.local,+91 8774966062,2005-01-17,male,Haryana,Gurugram,Golf Course Road,District,Hyderabad Strikers,183,81,https://api.dicebear.com/7.x/avataaars/svg?seed=Shiva%20Agarwal
prof_0135,usr_0135,Suraj Kapoor,athlete135@demo.kreedatech.local,+91 8846113878,1999-02-05,male,Uttar Pradesh,Kanpur,Kidwai Nagar,State,Tamil Nadu Tigers,190,80,https://api.dicebear.com/7.x/avataaars/svg?seed=Suraj%20Kapoor
prof_0136,usr_0136,Reyansh Malhotra,athlete136@demo.kreedatech.local,+91 9863847803,2003-11-12,male,Bihar,Patna,Rajendra Nagar,State,Kerala Blasters Youth,180,70,https://api.dicebear.com/7.x/avataaars/svg?seed=Reyansh%20Malhotra
prof_0137,usr_0137,Sachin Pawar,athlete137@demo.kreedatech.local,+91 9745287643,1998-12-11,male,Delhi,Noida,Sector 62,District,Gujarat Giants Youth,186,78,https://api.dicebear.com/7.x/avataaars/svg?seed=Sachin%20Pawar
prof_0138,usr_0138,Kriti Patil,athlete138@demo.kreedatech.local,+91 9853428728,1997-10-17,female,Karnataka,Mangalore,Kodialbail,District,North East United Academy,157,52,https://api.dicebear.com/7.x/avataaars/svg?seed=Kriti%20Patil
prof_0139,usr_0139,Suraj Nayak,athlete139@demo.kreedatech.local,+91 8728353605,2005-12-17,male,Telangana,Hyderabad,Madhapur,State,Rajasthan Royals Academy,192,81,https://api.dicebear.com/7.x/avataaars/svg?seed=Suraj%20Nayak
prof_0140,usr_0140,Myra Mishra,athlete140@demo.kreedatech.local,+91 9985212746,2000-06-05,female,Haryana,Gurugram,Sector 56,State,Kolkata Runners,158,63,https://api.dicebear.com/7.x/avataaars/svg?seed=Myra%20Mishra
prof_0141,usr_0141,Shiva Kumar,athlete141@demo.kreedatech.local,+91 9782156535,1997-12-19,male,Karnataka,Mysore,Gokulam,District,Mumbai Warriors AC,183,77,https://api.dicebear.com/7.x/avataaars/svg?seed=Shiva%20Kumar
prof_0142,usr_0142,Anirudh Patil,athlete142@demo.kreedatech.local,+91 9721351164,2004-11-04,male,Haryana,Gurugram,Sector 56,District,Gujarat Giants Youth,178,75,https://api.dicebear.com/7.x/avataaars/svg?seed=Anirudh%20Patil
prof_0143,usr_0143,Suraj Pandey,athlete143@demo.kreedatech.local,+91 9769713429,1999-11-20,male,West Bengal,Kolkata,Ballygunge,State,Gujarat Giants Youth,171,75,https://api.dicebear.com/7.x/avataaars/svg?seed=Suraj%20Pandey
prof_0144,usr_0144,Shreya Bhasin,athlete144@demo.kreedatech.local,+91 9889158257,2001-03-04,female,Delhi,New Delhi,Dwarka,National,UP Strikers,162,55,https://api.dicebear.com/7.x/avataaars/svg?seed=Shreya%20Bhasin
prof_0145,usr_0145,Kabir Chowdhury,athlete145@demo.kreedatech.local,+91 8824144333,2001-05-17,male,Telangana,Hyderabad,Jubilee Hills,State,UP Strikers,170,75,https://api.dicebear.com/7.x/avataaars/svg?seed=Kabir%20Chowdhury
prof_0146,usr_0146,Sneha Yadav,athlete146@demo.kreedatech.local,+91 9857397709,1996-01-05,female,Uttar Pradesh,Lucknow,Gomti Nagar,National,Delhi Capitals Academy,154,59,https://api.dicebear.com/7.x/avataaars/svg?seed=Sneha%20Yadav
prof_0147,usr_0147,Alok Nair,athlete147@demo.kreedatech.local,+91 9992786714,2004-12-23,male,Uttar Pradesh,Agra,Dayalbagh,District,Hyderabad Strikers,172,76,https://api.dicebear.com/7.x/avataaars/svg?seed=Alok%20Nair
prof_0148,usr_0148,Siddharth Sen,athlete148@demo.kreedatech.local,+91 9959324043,1996-08-09,male,West Bengal,Kolkata,New Town,State,Bengaluru Bulls Youth,174,75,https://api.dicebear.com/7.x/avataaars/svg?seed=Siddharth%20Sen
prof_0149,usr_0149,Tanvi Pawar,athlete149@demo.kreedatech.local,+91 9464913318,2003-02-13,female,Tamil Nadu,Chennai,Tambaram,State,Goa Athletics Association,172,55,https://api.dicebear.com/7.x/avataaars/svg?seed=Tanvi%20Pawar
prof_0150,usr_0150,Kavya Agarwal,athlete150@demo.kreedatech.local,+91 9728050425,2007-01-20,female,Telangana,Hyderabad,Banjara Hills,District,Haryana Heroes,171,56,https://api.dicebear.com/7.x/avataaars/svg?seed=Kavya%20Agarwal
prof_0151,usr_0151,Alok Bose,athlete151@demo.kreedatech.local,+91 9988989373,2003-12-14,male,Tamil Nadu,Madurai,Tallakulam,State,Mumbai Warriors AC,189,77,https://api.dicebear.com/7.x/avataaars/svg?seed=Alok%20Bose
prof_0152,usr_0152,Varun Gowda,athlete152@demo.kreedatech.local,+91 8855844720,2003-10-05,male,Bihar,Patna,Rajendra Nagar,District,Kerala Blasters Youth,168,79,https://api.dicebear.com/7.x/avataaars/svg?seed=Varun%20Gowda
prof_0153,usr_0153,Manish Rao,athlete153@demo.kreedatech.local,+91 9352863746,2007-04-20,male,Telangana,Hyderabad,Gachibowli,State,Bengaluru Bulls Youth,183,82,https://api.dicebear.com/7.x/avataaars/svg?seed=Manish%20Rao
prof_0154,usr_0154,Sakshi Das,athlete154@demo.kreedatech.local,+91 9947713009,2000-04-17,female,Bihar,Patna,Boring Road,State,North East United Academy,169,54,https://api.dicebear.com/7.x/avataaars/svg?seed=Sakshi%20Das
prof_0155,usr_0155,Kartik Mehta,athlete155@demo.kreedatech.local,+91 9482680518,1998-06-22,male,Punjab,Ludhiana,Sarabha Nagar,State,UP Strikers,173,67,https://api.dicebear.com/7.x/avataaars/svg?seed=Kartik%20Mehta
prof_0156,usr_0156,Aditya Sharma,athlete156@demo.kreedatech.local,+91 8876054336,1997-01-24,male,Delhi,New Delhi,Connaught Place,National,UP Strikers,192,77,https://api.dicebear.com/7.x/avataaars/svg?seed=Aditya%20Sharma
prof_0157,usr_0157,Ananya Tripathi,athlete157@demo.kreedatech.local,+91 9924254890,2006-04-19,female,Maharashtra,Pune,Baner,District,Mumbai Warriors AC,178,57,https://api.dicebear.com/7.x/avataaars/svg?seed=Ananya%20Tripathi
prof_0158,usr_0158,Rahul Bhat,athlete158@demo.kreedatech.local,+91 8791749953,1999-12-27,male,Punjab,Amritsar,Ranjit Avenue,National,Goa Athletics Association,191,73,https://api.dicebear.com/7.x/avataaars/svg?seed=Rahul%20Bhat
prof_0159,usr_0159,Praveen Sen,athlete159@demo.kreedatech.local,+91 7094820855,1996-11-11,male,Haryana,Gurugram,Sector 56,District,Delhi Capitals Academy,189,85,https://api.dicebear.com/7.x/avataaars/svg?seed=Praveen%20Sen
prof_0160,usr_0160,Sameer Joshi,athlete160@demo.kreedatech.local,+91 9858608142,1999-05-07,male,Punjab,Ludhiana,Model Town,District,North East United Academy,184,81,https://api.dicebear.com/7.x/avataaars/svg?seed=Sameer%20Joshi
prof_0161,usr_0161,Kavya Sethi,athlete161@demo.kreedatech.local,+91 9857040370,2007-10-20,female,Tamil Nadu,Coimbatore,Peelamedu,State,Mumbai Warriors AC,165,58,https://api.dicebear.com/7.x/avataaars/svg?seed=Kavya%20Sethi
prof_0162,usr_0162,Siddharth Pillai,athlete162@demo.kreedatech.local,+91 9468401464,1997-11-23,male,Maharashtra,Nagpur,Dharampeth,State,Rajasthan Royals Academy,191,82,https://api.dicebear.com/7.x/avataaars/svg?seed=Siddharth%20Pillai
prof_0163,usr_0163,Karan Reddy,athlete163@demo.kreedatech.local,+91 9388669049,1996-04-02,male,Delhi,New Delhi,Dwarka,State,Punjab Lions FC,172,67,https://api.dicebear.com/7.x/avataaars/svg?seed=Karan%20Reddy
prof_0164,usr_0164,Rohit Sharma,athlete164@demo.kreedatech.local,+91 9771243167,1999-02-22,male,Uttar Pradesh,Agra,Sanjay Place,District,Gujarat Giants Youth,171,67,https://api.dicebear.com/7.x/avataaars/svg?seed=Rohit%20Sharma
prof_0165,usr_0165,Rohit Yadav,athlete165@demo.kreedatech.local,+91 9477645114,2004-08-23,male,West Bengal,Kolkata,New Town,District,Rajasthan Royals Academy,184,72,https://api.dicebear.com/7.x/avataaars/svg?seed=Rohit%20Yadav
prof_0166,usr_0166,Sanjay Mishra,athlete166@demo.kreedatech.local,+91 8779081774,2006-12-21,male,Karnataka,Mangalore,Kadri,District,Kerala Blasters Youth,173,76,https://api.dicebear.com/7.x/avataaars/svg?seed=Sanjay%20Mishra
prof_0167,usr_0167,Sunita Deshmukh,athlete167@demo.kreedatech.local,+91 7086454212,2005-08-19,female,Punjab,Ludhiana,Sarabha Nagar,International,Kolkata Runners,161,58,https://api.dicebear.com/7.x/avataaars/svg?seed=Sunita%20Deshmukh
prof_0168,usr_0168,Bhavna Kulkarni,athlete168@demo.kreedatech.local,+91 9984558069,2004-09-23,female,West Bengal,Kolkata,Salt Lake,State,Hyderabad Strikers,170,61,https://api.dicebear.com/7.x/avataaars/svg?seed=Bhavna%20Kulkarni
prof_0169,usr_0169,Atharv Agarwal,athlete169@demo.kreedatech.local,+91 8820839884,2000-01-21,male,Tamil Nadu,Coimbatore,Gandhipuram,District,Goa Athletics Association,173,74,https://api.dicebear.com/7.x/avataaars/svg?seed=Atharv%20Agarwal
prof_0170,usr_0170,Aditya Pandey,athlete170@demo.kreedatech.local,+91 7091530303,2007-06-24,male,Maharashtra,Nagpur,Sadar,State,Tamil Nadu Tigers,192,79,https://api.dicebear.com/7.x/avataaars/svg?seed=Aditya%20Pandey
prof_0171,usr_0171,Sonam Patil,athlete171@demo.kreedatech.local,+91 9388013909,2007-11-18,female,Delhi,Noida,Sector 137,National,Mumbai Warriors AC,174,59,https://api.dicebear.com/7.x/avataaars/svg?seed=Sonam%20Patil
prof_0172,usr_0172,Neha Dutta,athlete172@demo.kreedatech.local,+91 8780274566,2008-07-11,female,Delhi,New Delhi,Vasant Kunj,State,Maharashtra Athletics Club,177,69,https://api.dicebear.com/7.x/avataaars/svg?seed=Neha%20Dutta
prof_0173,usr_0173,Shruti Dutta,athlete173@demo.kreedatech.local,+91 8818596499,2003-02-13,female,Telangana,Hyderabad,Madhapur,State,Kolkata Runners,157,66,https://api.dicebear.com/7.x/avataaars/svg?seed=Shruti%20Dutta
prof_0174,usr_0174,Pooja Mukherjee,athlete174@demo.kreedatech.local,+91 9462932952,1998-11-06,female,Punjab,Amritsar,Mall Road,District,Tamil Nadu Tigers,170,54,https://api.dicebear.com/7.x/avataaars/svg?seed=Pooja%20Mukherjee
prof_0175,usr_0175,Alok Joshi,athlete175@demo.kreedatech.local,+91 7038842856,1999-03-14,male,Delhi,New Delhi,Rohini,State,Rajasthan Royals Academy,169,78,https://api.dicebear.com/7.x/avataaars/svg?seed=Alok%20Joshi
prof_0176,usr_0176,Arjun Pillai,athlete176@demo.kreedatech.local,+91 9872351928,2000-04-22,male,Karnataka,Mangalore,Kadri,State,Goa Athletics Association,190,86,https://api.dicebear.com/7.x/avataaars/svg?seed=Arjun%20Pillai
prof_0177,usr_0177,Siddharth Pandey,athlete177@demo.kreedatech.local,+91 8751454357,2004-01-06,male,Maharashtra,Nagpur,Dharampeth,State,UP Strikers,178,77,https://api.dicebear.com/7.x/avataaars/svg?seed=Siddharth%20Pandey
prof_0178,usr_0178,Geeta Chowdhury,athlete178@demo.kreedatech.local,+91 8784986173,2003-08-23,female,Telangana,Hyderabad,Madhapur,International,North East United Academy,158,54,https://api.dicebear.com/7.x/avataaars/svg?seed=Geeta%20Chowdhury
prof_0179,usr_0179,Anirudh Sethi,athlete179@demo.kreedatech.local,+91 9818051482,2007-04-01,male,Haryana,Gurugram,DLF Phase 5,National,Goa Athletics Association,172,67,https://api.dicebear.com/7.x/avataaars/svg?seed=Anirudh%20Sethi
prof_0180,usr_0180,Manish Gowda,athlete180@demo.kreedatech.local,+91 7064783789,2001-02-21,male,Punjab,Ludhiana,Civil Lines,International,Punjab Lions FC,184,79,https://api.dicebear.com/7.x/avataaars/svg?seed=Manish%20Gowda
prof_0181,usr_0181,Rishabh Banerjee,athlete181@demo.kreedatech.local,+91 9749332827,1997-09-19,male,West Bengal,Kolkata,New Town,State,Hyderabad Strikers,174,73,https://api.dicebear.com/7.x/avataaars/svg?seed=Rishabh%20Banerjee
prof_0182,usr_0182,Pooja Khanna,athlete182@demo.kreedatech.local,+91 9759634954,2004-01-19,female,Karnataka,Mangalore,Bejai,District,Mumbai Warriors AC,158,54,https://api.dicebear.com/7.x/avataaars/svg?seed=Pooja%20Khanna
prof_0183,usr_0183,Isha Pawar,athlete183@demo.kreedatech.local,+91 9943039773,1999-07-05,female,Bihar,Patna,Boring Road,District,Kolkata Runners,155,62,https://api.dicebear.com/7.x/avataaars/svg?seed=Isha%20Pawar
prof_0184,usr_0184,Rajesh Rao,athlete184@demo.kreedatech.local,+91 8860314017,2005-09-13,male,Uttar Pradesh,Lucknow,Hazratganj,District,Goa Athletics Association,180,68,https://api.dicebear.com/7.x/avataaars/svg?seed=Rajesh%20Rao
prof_0185,usr_0185,Rohan Nair,athlete185@demo.kreedatech.local,+91 9329326943,2001-12-02,male,Punjab,Ludhiana,Civil Lines,State,Kerala Blasters Youth,187,86,https://api.dicebear.com/7.x/avataaars/svg?seed=Rohan%20Nair
prof_0186,usr_0186,Chahat Chowdhury,athlete186@demo.kreedatech.local,+91 8796538237,1998-09-11,female,Tamil Nadu,Chennai,Adyar,State,Bengaluru Bulls Youth,161,53,https://api.dicebear.com/7.x/avataaars/svg?seed=Chahat%20Chowdhury
prof_0187,usr_0187,Divya Pandey,athlete187@demo.kreedatech.local,+91 7023048285,2000-10-16,female,Tamil Nadu,Madurai,Anna Nagar,District,Punjab Lions FC,155,56,https://api.dicebear.com/7.x/avataaars/svg?seed=Divya%20Pandey
prof_0188,usr_0188,Avani Khanna,athlete188@demo.kreedatech.local,+91 8751428531,2006-12-13,female,Haryana,Gurugram,DLF Phase 5,State,Kerala Blasters Youth,170,61,https://api.dicebear.com/7.x/avataaars/svg?seed=Avani%20Khanna
prof_0189,usr_0189,Riya Reddy,athlete189@demo.kreedatech.local,+91 8869128514,2008-11-03,female,Uttar Pradesh,Agra,Dayalbagh,State,Punjab Lions FC,173,66,https://api.dicebear.com/7.x/avataaars/svg?seed=Riya%20Reddy
prof_0190,usr_0190,Manish Sen,athlete190@demo.kreedatech.local,+91 9886531264,2003-10-22,male,Bihar,Patna,Rajendra Nagar,State,Bengaluru Bulls Youth,168,76,https://api.dicebear.com/7.x/avataaars/svg?seed=Manish%20Sen
prof_0191,usr_0191,Alok Chowdhury,athlete191@demo.kreedatech.local,+91 9333925029,2001-11-16,male,Uttar Pradesh,Varanasi,Lanka,District,Tamil Nadu Tigers,178,73,https://api.dicebear.com/7.x/avataaars/svg?seed=Alok%20Chowdhury
prof_0192,usr_0192,Priya Deshmukh,athlete192@demo.kreedatech.local,+91 9949626874,2008-03-26,female,Uttar Pradesh,Varanasi,Sigra,State,North East United Academy,165,61,https://api.dicebear.com/7.x/avataaars/svg?seed=Priya%20Deshmukh
prof_0193,usr_0193,Riya Tiwari,athlete193@demo.kreedatech.local,+91 9362324588,1998-08-10,female,Karnataka,Hubli,Gokul Road,District,UP Strikers,167,68,https://api.dicebear.com/7.x/avataaars/svg?seed=Riya%20Tiwari
prof_0194,usr_0194,Kunal Sharma,athlete194@demo.kreedatech.local,+91 8723682870,2006-05-07,male,Bihar,Patna,Kankarbagh,District,Rajasthan Royals Academy,174,84,https://api.dicebear.com/7.x/avataaars/svg?seed=Kunal%20Sharma
prof_0195,usr_0195,Kabir Rao,athlete195@demo.kreedatech.local,+91 9466810813,2004-02-13,male,Telangana,Hyderabad,Madhapur,State,Tamil Nadu Tigers,174,78,https://api.dicebear.com/7.x/avataaars/svg?seed=Kabir%20Rao
prof_0196,usr_0196,Ayush Kulkarni,athlete196@demo.kreedatech.local,+91 8891114862,2008-03-11,male,Haryana,Gurugram,DLF Phase 5,National,Maharashtra Athletics Club,182,69,https://api.dicebear.com/7.x/avataaars/svg?seed=Ayush%20Kulkarni
prof_0197,usr_0197,Aman Tripathi,athlete197@demo.kreedatech.local,+91 9826950995,2004-01-06,male,Uttar Pradesh,Lucknow,Gomti Nagar,National,Maharashtra Athletics Club,176,79,https://api.dicebear.com/7.x/avataaars/svg?seed=Aman%20Tripathi
prof_0198,usr_0198,Nikhil Malhotra,athlete198@demo.kreedatech.local,+91 9354822796,2006-04-08,male,Delhi,New Delhi,Saket,District,Goa Athletics Association,170,73,https://api.dicebear.com/7.x/avataaars/svg?seed=Nikhil%20Malhotra
prof_0199,usr_0199,Rohan Reddy,athlete199@demo.kreedatech.local,+91 9816921964,2001-12-12,male,Tamil Nadu,Chennai,Tambaram,District,Punjab Lions FC,174,78,https://api.dicebear.com/7.x/avataaars/svg?seed=Rohan%20Reddy
prof_0200,usr_0200,Prasant Pawar,athlete200@demo.kreedatech.local,+91 9447276588,2003-05-04,male,Bihar,Patna,Kankarbagh,District,Kolkata Runners,182,75,https://api.dicebear.com/7.x/avataaars/svg?seed=Prasant%20Pawar
prof_0201,usr_0201,Yash Pawar,athlete201@demo.kreedatech.local,+91 9732897434,2000-11-20,male,Haryana,Gurugram,Golf Course Road,International,North East United Academy,177,69,https://api.dicebear.com/7.x/avataaars/svg?seed=Yash%20Pawar
prof_0202,usr_0202,Sonam Chowdhury,athlete202@demo.kreedatech.local,+91 9327931735,2003-01-16,female,Telangana,Hyderabad,Jubilee Hills,District,UP Strikers,166,68,https://api.dicebear.com/7.x/avataaars/svg?seed=Sonam%20Chowdhury
prof_0203,usr_0203,Kriti Nayak,athlete203@demo.kreedatech.local,+91 8732259919,1996-12-06,female,Maharashtra,Mumbai,Borivali,State,UP Strikers,174,68,https://api.dicebear.com/7.x/avataaars/svg?seed=Kriti%20Nayak
prof_0204,usr_0204,Vikram Rao,athlete204@demo.kreedatech.local,+91 7071711597,2000-08-10,male,Maharashtra,Nagpur,Sadar,District,Kerala Blasters Youth,179,75,https://api.dicebear.com/7.x/avataaars/svg?seed=Vikram%20Rao
prof_0205,usr_0205,Krishna Malhotra,athlete205@demo.kreedatech.local,+91 9779841953,1999-10-10,male,Maharashtra,Pune,Hinjewadi,District,Hyderabad Strikers,166,70,https://api.dicebear.com/7.x/avataaars/svg?seed=Krishna%20Malhotra
prof_0206,usr_0206,Sneha Bhasin,athlete206@demo.kreedatech.local,+91 8856724308,2005-09-22,female,Punjab,Amritsar,Ranjit Avenue,District,UP Strikers,166,65,https://api.dicebear.com/7.x/avataaars/svg?seed=Sneha%20Bhasin
prof_0207,usr_0207,Sonam Gupta,athlete207@demo.kreedatech.local,+91 7039478376,1998-07-24,female,Punjab,Ludhiana,Model Town,District,Haryana Heroes,173,59,https://api.dicebear.com/7.x/avataaars/svg?seed=Sonam%20Gupta
prof_0208,usr_0208,Nikhil Sharma,athlete208@demo.kreedatech.local,+91 8742773837,2005-11-04,male,Uttar Pradesh,Kanpur,Swaroop Nagar,National,North East United Academy,182,75,https://api.dicebear.com/7.x/avataaars/svg?seed=Nikhil%20Sharma
prof_0209,usr_0209,Nisha Gupta,athlete209@demo.kreedatech.local,+91 9844842937,2007-08-11,female,Haryana,Gurugram,Sector 56,National,Delhi Capitals Academy,170,66,https://api.dicebear.com/7.x/avataaars/svg?seed=Nisha%20Gupta
prof_0210,usr_0210,Nisha Gupta,athlete210@demo.kreedatech.local,+91 9440536507,2008-06-05,female,Karnataka,Bangalore,HSR Layout,State,Gujarat Giants Youth,161,56,https://api.dicebear.com/7.x/avataaars/svg?seed=Nisha%20Gupta
prof_0211,usr_0211,Vivek Menon,athlete211@demo.kreedatech.local,+91 8821379041,2000-02-26,male,Tamil Nadu,Chennai,T. Nagar,National,Delhi Capitals Academy,168,76,https://api.dicebear.com/7.x/avataaars/svg?seed=Vivek%20Menon
prof_0212,usr_0212,Deepak Nayak,athlete212@demo.kreedatech.local,+91 9828071737,1999-09-17,male,Tamil Nadu,Chennai,Velachery,District,Hyderabad Strikers,173,78,https://api.dicebear.com/7.x/avataaars/svg?seed=Deepak%20Nayak
prof_0213,usr_0213,Priya Nayak,athlete213@demo.kreedatech.local,+91 9450478098,2006-01-05,female,Punjab,Ludhiana,Model Town,State,Delhi Capitals Academy,160,51,https://api.dicebear.com/7.x/avataaars/svg?seed=Priya%20Nayak
prof_0214,usr_0214,Vikas Agarwal,athlete214@demo.kreedatech.local,+91 9758372267,2001-10-19,male,Telangana,Hyderabad,Gachibowli,State,Hyderabad Strikers,188,88,https://api.dicebear.com/7.x/avataaars/svg?seed=Vikas%20Agarwal
prof_0215,usr_0215,Riya Chawla,athlete215@demo.kreedatech.local,+91 9880152123,1998-08-28,female,Maharashtra,Pune,Baner,State,North East United Academy,163,59,https://api.dicebear.com/7.x/avataaars/svg?seed=Riya%20Chawla
prof_0216,usr_0216,Preeti Agarwal,athlete216@demo.kreedatech.local,+91 8728699257,2007-08-03,female,Karnataka,Hubli,Keshwapur,District,Kolkata Runners,177,69,https://api.dicebear.com/7.x/avataaars/svg?seed=Preeti%20Agarwal
prof_0217,usr_0217,Sanjay Banerjee,athlete217@demo.kreedatech.local,+91 9786999568,1999-03-05,male,Telangana,Hyderabad,HITECH City,State,North East United Academy,173,78,https://api.dicebear.com/7.x/avataaars/svg?seed=Sanjay%20Banerjee
prof_0218,usr_0218,Ayaan Chawla,athlete218@demo.kreedatech.local,+91 9770165843,2007-01-23,male,West Bengal,Kolkata,Salt Lake,State,Rajasthan Royals Academy,186,86,https://api.dicebear.com/7.x/avataaars/svg?seed=Ayaan%20Chawla
